1A0010;979823;1105395
1A0020;979680;1105330
1A002A;979935;1105136
1A0030;979587;1105312
1A0040;979391;1106303
1A0050;979272;1105482
1A0070;979453;1105334
1A0080;979171;1105501
1A008A;979185;1105558
1A0090;979289;1105551
1A0100;979310;1105782
1A0110;979060;1105518
1A0120;979475;1105864
1A0130;979365;1106467
1A013A;979373;1106386
1A013B;979327;1106352
1A0140;980128;1105179
1A0150;980174;1105348
1A0160;980123;1105454
1A0170;980110;1105580
1A0180;980332;1105592
1A0190;980138;1106549
1A0200;980439;1105676
1A0200;980510;1105283
1A020A;980722;1105511
1A020B;980820;1106034
1A020C;980976;1105705
1A020D;981119;1105934
1A020D;981211;1105589
1A020E;981254;1105872
1A0210;979858;1106606
1A0220;980683;1104756
1A0220;980985;1104958
1A0230;979352;1106102
1A0240;981591;1105091
1A0250;981930;1105251
1A0250;982079;1104806
1A0260;982393;1105178
1A0260;982461;1104965
1A0270;982212;1105425
1A0270;982263;1105559
1A0280;979286;1105618
1A0290;980175;1105865
1A029A;980173;1106218
1A0300;980798;1106729
1A0310;980651;1106146
1A0320;979320;1105709
1A0330;981694;1106082
1A0350;981220;1106351
1A0350;981560;1105914
1A035A;981934;1105750
1A0360;981703;1106186
1A0370;981977;1106177
1A0380;982169;1106251
1A0390;982072;1106347
1A0400;982066;1106244
1A0410;982044;1106232
1A0420;981786;1106253
1A0430;981654;1106528
1A0440;979350;1105252
1A0450;982027;1106353
1A0460;980090;1105049
1A0470;981538;1105425
1A0480;981280;1105373
1A0490;981412;1105013
1A0500;981564;1105266
1A0510;981828;1106682
1A0520;981955;1106531
1A052A;981817;1106604
1A0530;981513;1105556
1A0540;982094;1106410
1A0550;982124;1106322
1A0560;982049;1106473
1A0570;981938;1106320
1A0580;981913;1106672
1A0590;982005;1106428
1A0600;981532;1105692
1A0610;981378;1105146
1A0620;981754;1106856
1A0630;979430;1106375
1A0650;981202;1106817
1A0660;981314;1106870
1A0670;981434;1106940
1A0680;981571;1107020
1A0690;979605;1106209
1A0700;981714;1106364
1A0710;979633;1105486
1A0710;979737;1105724
1A0720;981810;1106191
1A0730;981864;1106067
1A0740;981540;1104853
1A0740;981572;1104646
1A0750;979302;1106033
1A0760;982096;1106201
1A0780;981914;1106259
1A0790;981980;1106263
1A0800;979415;1106187
1A0820;981877;1106588
1A0840;979312;1106100
1A0850;981695;1106727
1A0860;981997;1106575
1A0870;981715;1106964
1A0880;979410;1106546
1A0910;979372;1106074
1A0940;979477;1105225
1A0940;979497;1105229
1A0950;979513;1105247
1A0960;979556;1105245
1A0970;979292;1105288
1A0980;979277;1105716
1A0990;979260;1105691
1A1000;979416;1105189
1A1010;979385;1105191
1A1020;979359;1105195
1A1030;979328;1105200
1A1040;979296;1105215
1A1050;979274;1105225
1A1060;979260;1105235
1A1070;979244;1105245
1A1080;979226;1105257
1A1090;979203;1105278
1A1100;979173;1105311
1A1110;979162;1105331
1A1120;979147;1105353
1A1130;979139;1105377
1A1140;979129;1105411
1A1150;979187;1105363
1A1170;979167;1105406
1A1180;979189;1105414
1A1190;979179;1105432
1A1190;979183;1105391
1A1200;979175;1105458
1A1210;979129;1105539
1A1220;979104;1105561
1A1230;979135;1105581
1A1240;979192;1105609
1A1250;981682;1106247
1A1260;981773;1106122
1A1270;981864;1106142
1A1280;979312;1105817
1A1300;979384;1105430
1A1310;979483;1105553
1A1320;979536;1105639
1A1330;979515;1105691
1A1340;979421;1106041
1A134A;979421;1106017
1B0900;982288;1105779
1B0910;982368;1105688
1B0920;982122;1105847
1B0930;984922;1105533
1B0940;984224;1107040
1B0950;982112;1106932
1B1000;982491;1107206
1B1010;982514;1105429
1B1010;982648;1105210
1B1020;982443;1105700
1B1030;982342;1105598
1B1040;982383;1106363
1B1050;982408;1105622
1B1060;982704;1105840
1B106B;982858;1105502
1B1070;982830;1106681
1B1070;983167;1106094
1B1070;983210;1105703
1B1080;983662;1106231
1B1080;984019;1105815
1B1090;983222;1107013
1B1100;984237;1105997
1B1100;984424;1106028
1B110C;984486;1105635
1B1110;985130;1105623
1B1110;985370;1105738
1B1130;985567;1106121
1B1130;985712;1106330
1B1130;985712;1106041
1B1140;985647;1106476
1B1150;982131;1105782
1B1160;986569;1108141
1B1170;982257;1105983
1B1190;982285;1105906
1B1200;982028;1106006
1B120A;982212;1106107
1B1210;982353;1105837
1B1220;984183;1106965
1B1240;981739;1107167
1B1250;983488;1107797
1B1250;983600;1107128
1B1260;983092;1107319
1B1270;983874;1106648
1B1280;984396;1108079
1B1280;984684;1108704
1B1280;984786;1108321
1B128A;984522;1107422
1B1290;983803;1107487
1B1300;984165;1107115
1B1310;984066;1106909
1B1320;983985;1107125
1B1330;984188;1107605
1B1330;984209;1107256
1B1350;984694;1107417
1B1350;984901;1107535
1B1360;985815;1107029
1B1370;985790;1107995
1B1370;985947;1108065
1B1370;986001;1108127
1B1370;986193;1108031
1B1380;983267;1107538
1B1390;983102;1107520
1B1400;982926;1107507
1B1410;982758;1107478
1B1420;985485;1107166
1B143A;985469;1106896
1B143C;985349;1107044
1B1440;985462;1107421
1B144A;985493;1107592
1B144B;985536;1107745
1B1450;985794;1106879
1B1460;985769;1106790
1B1470;985775;1106656
1B1500;986062;1108135
1B1520;985851;1108546
1B1530;985622;1107882
1B1540;985682;1108291
1B1550;986215;1108491
1B1550;986248;1108440
1B1590;986196;1108341
1B1610;985629;1108547
1B1610;985683;1108435
1B1610;985728;1108547
1B1610;985741;1108353
1B1610;985747;1108171
1B1610;985765;1108482
1B1610;985851;1108270
1B1610;985866;1108478
1B1610;985884;1108417
1B1610;985979;1108407
1B1610;986075;1108274
1B1610;986172;1108110
1B1620;986612;1107288
1B1660;986267;1107972
1B1670;986496;1108321
1B1670;986646;1107939
1B1680;986466;1108431
1B1690;986680;1108605
1B1700;986400;1108488
1B1720;986309;1108478
1B1730;986852;1108647
1B1730;987013;1108470
1B1740;986841;1108278
1B1750;986351;1107614
1B1760;986887;1108425
1B1770;984477;1106755
1B1780;986095;1108488
1B1790;984928;1106916
1B1800;986169;1107929
1B1810;985135;1106032
1B1810;985291;1106860
1B1810;985329;1106094
1B1830;984959;1107202
1B185A;985145;1108027
1B185A;985155;1107612
1B185A;985275;1108420
1B186A;984377;1108559
1B1870;984006;1108274
1B1880;986162;1108399
1B189A;984827;1106076
1B189A;984896;1105821
1B189A;984968;1106017
1B1900;986701;1107707
1B190A;986812;1107590
1B190B;986332;1108072
1B190B;986415;1107853
1B1910;983913;1108036
1B1920;983946;1107844
1B1930;984053;1108478
1B1940;983970;1108113
1B198A;985923;1107439
1B2010;985584;1108182
1B2020;985503;1108508
1B2030;985717;1108586
1B2040;981965;1107280
1B2120;985060;1106536
1B2160;984575;1106083
1B2160;984827;1106213
1B2170;984477;1106227
1B2170;984691;1106376
1C0;988882;1108528
1C0;989228;1108930
1C2010;987094;1107256
1C2020;987150;1107616
1C2040;986951;1107432
1C2050;986973;1107359
1C2060;987118;1107382
1C2070;987228;1107448
1C2080;988553;1108371
1C2090;987394;1107633
1C2090;987452;1107813
1C2100;987095;1107761
1C2110;987592;1108027
1C2120;987757;1108425
1C2120;987939;1108184
1C2130;988109;1108889
1C2130;988491;1108566
1C2130;988779;1108491
1C2140;988884;1108803
1C214B;989004;1108727
1C2150;989038;1108973
1C215A;989069;1108830
1C215B;988966;1108912
1C2160;989088;1109019
1C2170;989127;1109046
1C2170;989165;1109073
1C2180;989268;1109164
1C2190;989233;1109124
1C2200;989197;1109098
1C2220;989402;1109461
1C2230;988156;1109343
1C2240;988522;1108998
1C2250;988505;1109164
1C2260;988737;1109169
1C2270;987130;1108129
1C2280;988381;1109573
1C2280;988408;1109493
1C2280;988454;1109421
1C2280;988544;1109483
1C2280;988625;1109571
1C2280;988664;1109657
1C2280;988699;1109465
1C2280;988758;1109651
1C2290;988608;1108934
1C2310;988247;1109482
1C2320;989427;1109105
1C2340;988545;1109576
1C2360;988507;1109583
1C2380;988592;1109825
1C2390;988357;1109759
1C2400;987846;1109138
1C2410;987814;1109292
1C2420;987458;1109025
1C2430;987590;1109132
1C2430;987678;1109248
1C2440;987916;1109429
1C2450;987874;1109380
1C2460;987895;1109261
1C2470;987787;1109111
1C2490;987769;1109342
1C2510;987788;1109172
1C2510;987868;1109177
1C2520;988017;1109459
1C2530;987715;1109292
1C2560;987841;1108520
1C2560;987958;1108503
1C2570;987263;1108872
1C2570;987340;1108808
1C2570;987524;1108908
1C2570;987537;1108837
1C2580;987610;1108634
1C2590;987679;1108973
1C2620;987707;1109178
1C2620;987809;1109208
1C2680;988510;1109382
1C2730;988631;1109422
1C2740;988280;1109438
1C2740;988359;1109351
1C2740;988418;1109166
1C2750;988745;1109541
1C2760;989077;1109550
1C2770;989187;1109758
1C2780;988959;1109355
1C2790;990001;1109854
1C2800;990299;1109565
1C2810;989645;1110158
1C2830;989313;1110929
1C2830;989551;1110947
1C2840;987187;1108608
1C285A;989523;1110286
1C285A;989672;1110343
1C2860;988820;1111049
1C2870;989062;1111155
1C2880;988546;1110145
1C2880;988745;1110028
1C2880;988788;1110252
1C2880;989058;1110162
1C2880;989323;1110272
1C2890;988902;1109751
1C2910;988929;1109863
1C2920;988657;1110294
1C2930;988614;1110227
1C293A;988652;1110387
1C2950;988778;1109809
1C2970;988848;1109685
1C2980;988759;1110344
1C2990;988694;1110337
1C3000;987718;1108807
1C3010;988737;1110558
1C3020;986446;1106936
1C3040;989024;1110504
1C3040;989235;1110688
1C3050;989050;1110827
1C3100;986765;1107108
1C3110;989054;1109973
1C3120;988791;1110640
1C3130;988211;1107970
1C3140;986949;1107053
1C3160;986172;1107063
1C3170;986009;1106774
1C3180;986400;1106724
1C3190;989894;1109995
1C3200;988873;1110805
1C3210;988729;1108824
1C3220;987495;1109106
1C3230;986966;1108755
1C3240;987800;1108715
1C3270;988421;1108274
1C327A;988356;1108278
1C3290;988444;1109166
1C3300;988482;1109634
1C3310;989330;1109972
1C3310;989434;1110133
1C3320;990041;1110244
1C3330;989967;1109534
1C3350;990422;1109593
1C3360;990615;1109563
1C3370;990531;1109671
1C3390;990729;1109701
1C3410;990077;1109552
1C3410;990196;1109753
1C3420;990331;1110374
1C3440;989498;1110568
1C3440;989638;1110734
1C3440;990079;1110452
1C3450;989349;1111192
1C3480;988975;1108621
1C3480;989018;1108700
1C3500;988946;1108604
1C3530;988488;1108332
1C3540;988615;1108402
1C3550;988661;1108432
1C3560;988783;1108455
1C3570;988903;1108506
1C3570;988928;1108536
1C3580;988912;1108527
1C3590;988953;1108539
1C3600;988970;1108560
1C3610;988993;1108590
1C3620;987195;1107223
1C3620;987256;1107239
1C3650;988043;1109289
1C3670;987328;1107362
1D3550;992318;1111024
1D3560;992144;1111503
1D3570;991733;1110830
1D3580;991585;1110988
1D3600;991431;1111080
1D3600;991513;1110685
1D3600;991803;1110716
1D3610;991429;1110178
1D3630;990478;1110490
1D3630;990519;1110669
1D3630;990541;1110810
1D3630;990633;1110573
1D3630;990690;1110786
1D3630;990713;1110173
1D3630;990816;1110758
1D3630;991054;1111081
1D3630;991104;1110769
1D3630;991141;1110120
1D3630;991344;1110740
1D3660;992651;1111564
1D3660;992751;1111287
1D3660;992759;1111074
1D366A;992523;1111201
1D3670;992482;1112031
1D3680;992152;1111969
1D3690;992767;1111910
1D3690;992911;1112251
1D3770;992388;1112308
1D378A;991976;1111003
1D378B;991881;1111106
1D378C;992135;1111096
1D378D;991847;1111234
1D3790;991306;1111734
1D3800;991336;1111801
1D3820;991257;1111863
1D3830;991187;1111832
1D3850;991518;1111876
1D3880;991435;1111175
1D3900;991035;1111995
1D3910;990781;1111846
1D3940;991530;1111342
1D3950;991456;1111561
1D3960;991402;1111441
1D4000;990285;1110855
1D4000;990424;1110942
1D4000;990583;1111262
1D4000;990742;1111072
1D4000;990963;1111316
1D400A;991179;1111476
1D4010;990262;1110020
1D4040;991215;1111036
1D4070;991268;1111174
1D4070;991349;1111127
1D4080;991384;1111264
1D408B;991618;1111180
1D4090;990796;1110972
1D4100;990652;1110953
1D4100;990735;1111017
1D414A;990455;1110803
1D415C;990359;1110675
1D415D;990337;1110822
1D4160;990043;1110803
1D4170;989801;1110709
1D4180;990091;1111558
1D4180;990185;1111220
1D4200;991030;1111738
1D420A;990649;1111920
1D4210;989674;1111246
1D4220;989738;1110965
1D4230;990246;1111683
1D4230;990393;1111369
1D4230;990473;1111920
1D4230;990484;1111685
1D4230;990529;1111520
1D4230;990689;1111591
1D4230;990844;1111702
1D4230;990848;1111571
1D4240;989977;1111265
1D4250;989774;1110838
1D4270;990533;1110936
1D4280;991976;1110883
1D4290;989826;1110589
2A0;980474;1108479
2A0;982390;1110047
2A0;982821;1110043
2A0;983043;1110160
2A0010;979495;1107153
2A0010;979810;1107050
2A003A;979112;1105655
2A0040;979187;1106232
2A0050;979168;1105865
2A0060;979200;1105806
2A0070;979109;1106679
2A0080;979647;1107389
2A0120;978959;1107225
2A0130;978845;1107377
2A0170;979179;1107430
2A0180;979428;1107612
2A0210;979118;1107322
2A0220;979089;1107197
2A0230;979103;1106987
2A0240;979143;1106997
2A0250;979104;1107123
2A0270;979264;1106892
2A0280;979228;1106811
2A0290;979467;1106748
2A0300;979412;1106648
2A0310;979291;1106703
2A031A;979262;1106575
2A0320;979326;1106635
2A0340;978683;1107964
2A0370;978736;1107717
2A037A;978723;1107620
2A0380;978838;1107938
2A0390;978673;1107638
2A0390;978803;1107736
2A0390;978813;1107620
2A0390;978826;1107667
2A0400;978897;1108113
2A0410;978955;1108032
2A0420;979002;1107829
2A0430;979083;1107812
2A0440;979027;1107875
2A0450;979110;1107875
2A0460;979022;1107969
2A0470;978973;1108007
2A0480;978920;1107811
2A0490;978848;1107772
2A049A;978865;1107755
2A049B;978889;1107732
2A049C;978913;1107708
2A049D;978932;1107691
2A0500;978870;1107712
2A0510;979156;1107916
2A0520;979403;1106959
2A0530;979645;1107853
2A053A;979212;1108158
2A0540;979647;1108604
2A0540;979655;1108712
2A0550;979539;1108378
2A0550;979711;1108395
2A0590;979918;1108296
2A0600;979944;1108305
2A0610;979951;1108344
2A0620;979929;1108958
2A0630;979879;1108625
2A0640;979993;1108798
2A0650;980046;1109077
2A0660;979511;1108247
2A0690;979352;1108334
2A0690;979374;1108219
2A0690;979427;1108200
2A0700;980207;1107911
2A0710;979847;1108332
2A0710;979948;1108124
2A0720;980073;1107634
2A0730;980070;1107564
2A0740;980012;1107593
2A0750;980130;1107486
2A0760;980169;1107307
2A0770;980532;1107442
2A0770;981084;1107329
2A0780;980266;1106918
2A0780;980270;1107035
2A0780;980389;1107190
2A0790;979919;1106869
2A0800;980076;1107034
2A0830;979226;1107042
2A0850;979708;1106945
2A0870;979671;1106917
2A0920;979781;1106823
2A0940;979651;1106798
2A0940;980078;1106787
2A0940;980114;1106921
2A0950;980280;1108763
2A0960;980692;1108715
2A0980;981175;1108848
2A0980;981328;1108296
2A0980;981733;1108558
2A0990;981875;1107451
2A1000;981717;1107636
2A1010;981613;1107826
2A1020;981546;1107940
2A1030;980977;1107865
2A1040;980554;1108000
2A1050;980816;1107662
2A1060;981081;1107685
2A1070;981281;1107172
2A1080;981423;1107281
2A1090;980713;1108085
2A1100;981329;1107214
2A1120;980328;1108310
2A1140;980474;1108163
2A1160;980751;1107866
2A1170;980543;1108290
2A1170;980679;1108311
2A1180;980887;1108069
2A1200;980588;1107778
2A1210;980567;1108471
2A1220;980607;1108488
2A1240;981790;1109484
2A1240;982088;1108867
2A1270;981961;1109798
2A1280;982122;1109794
2A1320;982134;1109905
2A1350;982281;1109815
2A1380;982410;1109750
2A1390;982399;1109833
2A1400;982412;1109922
2A1410;982053;1110226
2A1410;982379;1110399
2A1420;982691;1110233
2A1430;982785;1110185
2A1440;982917;1110170
2A1450;983091;1110101
2A1460;982567;1109957
2A1480;981671;1107289
2A1510;982678;1109897
2A1510;982808;1109869
2A1520;982879;1109811
2A1530;982851;1109833
2A1540;982840;1109732
2A1550;982805;1109734
2A1570;982933;1109686
2A1580;983021;1109925
2A1580;983117;1109924
2A1590;982922;1109771
2A1600;983036;1109890
2A1620;983006;1109684
2A1630;983048;1109661
2A1640;983100;1109652
2A1650;983098;1109708
2A1660;983127;1109738
2A1680;983215;1109664
2A1690;983174;1109814
2A1720;982138;1108298
2A1730;981888;1107888
2A1740;981995;1107940
2A1750;982096;1107986
2A1760;982198;1108084
2A1770;982317;1107943
2A1800;982668;1107827
2A1820;982357;1107711
2A1820;982444;1108135
2A1840;983295;1109113
2A184A;983178;1109531
2A1850;982726;1108357
2A1850;983084;1108698
2A1860;982390;1108948
2A186A;982533;1109363
2A186A;982960;1109154
2A1880;982886;1109511
2A1890;982912;1109566
2A1900;983042;1109536
2A1910;982977;1109555
2A191A;982993;1109485
2A1920;983084;1109527
2A1930;983118;1109523
2A1960;982523;1109802
2A1960;982600;1109832
2A1970;981765;1108865
2A1980;981824;1108837
2A1990;982193;1109726
2A2010;979202;1106719
2A2020;979195;1106749
2A2030;979097;1107155
2A2070;978879;1107628
2A2080;979075;1107075
2A2100;979154;1107832
2A2110;979103;1107992
2A2120;979114;1107959
2A2130;979271;1107885
2A2160;980351;1107385
2A2180;980695;1108465
2A2190;983232;1109692
2A2210;982759;1109680
2A2220;982729;1109732
2A2230;980094;1108551
2A2240;979030;1108061
2A224A;978939;1108053
2A2260;980922;1108341
2A2270;981072;1108095
2A2280;981264;1107826
2A2290;981494;1107487
2A2300;980345;1106825
2A2300;980618;1107053
2A2330;980646;1108507
2A2360;979267;1106616
2A2370;979188;1106766
2A2380;979373;1106605
2A2390;982175;1107537
2A2400;982870;1108116
2A2400;983073;1108393
2A2410;982793;1108867
2A2430;983193;1107895
2A2450;983068;1107941
2A2460;980430;1108320
2B2010;983127;1110935
2B2020;983089;1110924
2B2020;983225;1110994
2B2040;983288;1110912
2B2050;983365;1110978
2B2070;983364;1110639
2B2070;983439;1110676
2B2070;983491;1110489
2B2150;982559;1111499
2B2160;982673;1111475
2B2170;983793;1112045
2B2180;982776;1111291
2B2190;982819;1111659
2B2200;982943;1111474
2B2210;983167;1111440
2B2220;983189;1111530
2B2230;983348;1111407
2B2240;983278;1111592
2B2250;983130;1111656
2B2270;983198;1111769
2B2280;983075;1111795
2B2280;982997;1111740
2B2290;983715;1111627
2B2300;984037;1111508
2B2300;984076;1111511
2B2300;984114;1111525
2B2300;984138;1111525
2B2300;984172;1111541
2B2320;984867;1111198
2B2330;984864;1111402
2B2330;984951;1111185
2B2340;984984;1111094
2B2350;984923;1111089
2B2360;984837;1111115
2B2370;984763;1111034
2B2390;985019;1110868
2B2400;984273;1111178
2B2410;984678;1111004
2B2420;984954;1110918
2B2430;985012;1110907
2B2440;984679;1110924
2B2450;984598;1110889
2B2460;984669;1110837
2B2470;984519;1110369
2B2480;984798;1110697
2B2490;984702;1110739
2B2500;984735;1110654
2B2510;984764;1110618
2B2520;984851;1110796
2B2520;984908;1110588
2B2520;985002;1110725
2B2560;984991;1110817
2B2630;985003;1110504
2B2640;986290;1110795
2B2650;986167;1110787
2B2700;985850;1110684
2B2700;985990;1110772
2B2700;986052;1110972
2B2720;985732;1110615
2B2730;985783;1110484
2B2740;985753;1110456
2B2750;985704;1110423
2B2760;985551;1110389
2B2760;985595;1110566
2B2770;985516;1110524
2B2780;985471;1110487
2B279A;985586;1110298
2B2800;985402;1110519
2B2810;985386;1110430
2B2820;985158;1110587
2B2820;985432;1110599
2B2840;986037;1110418
2B2890;985735;1110302
2B2900;985656;1110249
2B2910;985718;1110229
2B2920;985789;1110207
2B2930;985767;1110117
2B2930;985856;1110122
2B2950;986023;1110142
2B2960;985905;1110093
2B2990;986104;1109955
2B3000;986008;1110017
2B3010;986005;1109896
2B3020;985949;1109977
2B3030;985919;1109895
2B3040;985961;1109861
2B3050;985877;1109954
2B3080;985855;1110011
2B3120;983419;1109924
2B3150;983321;1109716
2B3160;983357;1109760
2B3170;983401;1109718
2B3180;983440;1109782
2B3220;983637;1109751
2B3250;983577;1109477
2B325B;983316;1109607
2B3300;983491;1110233
2B3300;983520;1110130
2B3300;983620;1109873
2B3300;983641;1109924
2B3300;983766;1109880
2B3300;983811;1110181
2B3300;983871;1109840
2B3330;983447;1110395
2B3340;983022;1111159
2B3400;983256;1111245
2B3430;983438;1111361
2B3440;983407;1111229
2B3450;983321;1111172
2B3460;983293;1111136
2B3470;983478;1111110
2B3480;983351;1111092
2B3490;983409;1111043
2B3500;983512;1110985
2B3510;983388;1111017
2B3520;983547;1110804
2B3530;983504;1110761
2B3540;983568;1110736
2B3560;983704;1110582
2B3570;983611;1110600
2B3570;983752;1110484
2B3570;983800;1110645
2B3580;983691;1110487
2B3600;983632;1110880
2B3620;983942;1110562
2B3630;984738;1111264
2B3640;983905;1110686
2B3670;984752;1111363
2B3680;984857;1111305
2B3700;984782;1111470
2B3710;984679;1111502
2B3710;984744;1111597
2B3740;984569;1111134
2B3750;984624;1111102
2B3760;984556;1111024
2B3770;984532;1110983
2B3780;984469;1110917
2B3790;984519;1110912
2B3800;984514;1110861
2B3810;984153;1110127
2B3830;984130;1110073
2B3840;984035;1108886
2B3860;985019;1110253
2B3880;984725;1110443
2B3890;984756;1110565
2B3940;984976;1109957
2B3990;984560;1108913
2B4000;984722;1108939
2B4010;984916;1108976
2B4010;985178;1108972
2B4020;984907;1109159
2B4020;985176;1109217
2B4040;983794;1108561
2B4050;983939;1108639
2B4060;983660;1108479
2B4070;983574;1108611
2B4080;983487;1108672
2B4090;985268;1110500
2B4100;985299;1110453
2B4110;985194;1110454
2B4120;985139;1110492
2B4130;985131;1110434
2B4140;985685;1110048
2B4150;985257;1110276
2B4160;985281;1109927
2B4170;985638;1110083
2B4190;985751;1109934
2B4200;985694;1109864
2B4210;985627;1109739
2B4220;985538;1109835
2B4230;985482;1109755
2B4240;985439;1109716
2B4260;985276;1109629
2B4270;985235;1109646
2B4280;985141;1109553
2B4290;985061;1109526
2B4300;985109;1109423
2B4310;983751;1111067
2B4310;983883;1110814
2B4320;986170;1110933
2B4330;985541;1109705
2B4340;985733;1109664
2B4370;985923;1109845
2B4380;984390;1110187
2B4390;983283;1111691
2B4410;984593;1110777
2B4420;983458;1109735
2B4430;983536;1109706
2B4440;983396;1110845
2B4450;984530;1110842
2B4460;984952;1110546
2B4470;984685;1111133
2B4480;983366;1108382
2B4480;983572;1108256
2B4490;984865;1110372
2B4500;984365;1109430
2B4500;984568;1110612
2B4500;984754;1110161
2B4500;984994;1109270
2B4500;985152;1109284
